9873,9756,6618
7203,7032,6106
5304,5074,4481
5779,5865,5360
4089,4073,4063
3302,3219,3041
3251,3195,2974
2530,2485,2449
2667,2560,2613
2424,2401,2371
2031,2115,1941
2288,2166,2072
2123,2036,2022
1814,1943,1703
1893,1765,1776
1686,1786,1638
1698,1722,1573
1731,1642,1657
1524,1611,1454
1474,1499,1346
1521,1541,1548
1426,1367,1400
1341,1336,1277
1352,1372,1387
1269,1382,1213
1234,1302,1218
1308,1242,1308
1168,1229,1201
1201,1260,1203
1136,1102,1127
1074,1084,995
1216,1139,1105
1126,1087,1064
1006,1040,1012
1040,1048,1073
1020,1004,929
977,1022,930
993,977,1051
872,909,887
943,884,903
882,911,951
878,827,848
845,897,867
837,839,948
816,828,845
768,859,913
789,767,847
754,792,763
768,766,844
716,713,764
659,703,768
709,730,831
709,694,712
689,637,705
700,691,787
625,715,729
654,675,725
664,648,704
610,633,650
605,671,696
642,629,727
568,593,571
606,605,657
547,592,652
564,593,644
585,581,590
515,562,604
483,550,617
518,509,637
517,525,558
478,469,538
530,514,613
469,508,558
487,463,493
477,461,556
452,473,563
468,439,525
440,454,512
417,434,498
447,431,518
425,468,489
406,409,464
399,439,473
383,432,472
396,383,459
419,380,492
363,387,454
369,358,446
375,389,468
363,351,390
317,359,453
367,332,442
353,362,413
341,382,458
330,333,421
359,338,374
359,335,392
339,344,359
331,334,362
344,303,383
300,301,360
349,324,369
318,321,354
300,307,354
291,262,371
294,329,351
280,273,347
281,278,327
280,270,356
287,298,348
263,260,300
290,309,330
263,266,330
273,321,352
264,257,293
215,251,312
239,278,300
240,275,277
266,243,240
227,258,294
232,221,259
247,242,275
214,233,277
231,251,276
244,220,271
233,210,270
180,230,235
219,233,255
190,223,258
234,207,273
224,216,278
178,191,277
230,246,218
209,234,232
203,202,238
183,215,243
191,177,252
190,190,234
174,190,201
202,183,264
191,187,215
178,157,251
200,184,244
158,169,213
176,191,252
196,193,219
149,177,215
173,156,222
174,155,223
173,153,204
159,142,217
178,180,200
173,157,204
139,162,194
175,160,179
155,141,191
180,164,182
165,142,183
153,165,162
173,142,175
136,124,165
157,148,186
140,150,174
129,142,197
143,143,186
149,130,171
142,127,159
140,110,157
146,128,163
136,129,151
135,129,171
144,118,137
119,129,156
132,121,147
111,146,127
131,116,147
128,121,172
116,124,122
123,114,159
100,118,158
105,105,142
104,100,123
104,116,101
98,95,130
125,114,131
115,112,141
119,90,126
119,119,117
90,88,143
105,116,130
87,103,117
95,122,134
102,91,97
107,97,142
88,95,123
124,95,126
109,112,118
95,84,122
87,106,112
86,80,107
98,101,104
98,90,118
84,98,101
68,86,97
99,96,107
85,75,90
78,87,99
76,90,95
80,82,96
81,75,86
90,86,101
80,89,84
89,83,82
105,78,97
78,72,90
60,89,99
69,78,74
74,69,73
60,67,95
83,82,105
69,54,73
76,72,115
71,74,80
68,75,88
94,74,93
76,87,103
66,64,74
73,81,69
73,56,87
67,74,72
58,64,85
63,56,73
69,77,79
59,65,81
68,57,68
74,62,74
88,67,83
43,54,65
53,52,57
64,51,61
53,62,55
51,48,73
61,66,59
43,45,74
58,61,57
57,49,59
56,49,68
64,81,77
54,51,61
57,52,62
54,60,73
49,64,47
60,58,60
33,54,54
47,56,66
55,57,59
38,55,68
62,62,63
53,44,48
47,43,57
57,56,60
45,41,45
47,30,42
34,48,50
49,47,47
48,44,68
43,41,42
51,45,42
44,47,62
44,46,44
45,56,49
41,42,35
35,43,35
34,46,39
47,44,48
42,57,52
36,47,46
39,35,28
41,47,52
36,40,35
33,56,45
48,52,40
34,32,41
67,61,75
39,37,32
40,38,51
35,56,36
38,44,38
37,43,48
36,27,42
35,37,37
33,29,42
35,44,32
37,53,34
45,30,36
45,39,33
26,28,27
29,25,44
41,34,27
34,37,43
34,30,32
26,31,26
30,29,26
32,40,43
27,33,39
24,51,30
25,35,26
41,29,47
29,38,26
28,24,50
26,31,21
28,32,29
23,29,27
26,25,36
33,21,39
33,20,32
29,33,33
29,22,28
29,22,17
25,23,25
24,35,29
31,30,37
46,34,33
52,36,28
25,18,25
32,32,29
36,27,34
25,27,22
27,16,29
28,26,24
33,32,27
26,26,23
28,22,26
26,26,28
27,40,51
30,25,22
30,17,18
24,42,41
32,17,27
25,21,18
26,31,24
24,27,22
13,24,19
24,28,22
16,19,18
18,18,14
36,20,26
23,19,22
15,20,21
31,23,17
21,20,24
27,17,21
18,36,25
15,24,21
22,17,26
14,17,16
31,23,28
26,22,19
27,18,15
24,26,18
25,23,24
23,23,26
20,15,10
17,10,10
24,16,22
29,19,14
11,22,18
17,22,17
30,23,17
16,27,23
8,19,21
12,19,29
13,16,16
22,25,12
26,27,20
21,23,13
12,27,19
16,21,20
14,20,16
11,14,15
26,17,17
10,22,8
18,20,8
24,21,22
14,15,17
12,21,12
23,18,16
14,18,13
14,15,15
12,12,10
11,24,17
22,14,13
16,25,14
23,25,23
27,14,16
25,18,15
31,44,24
27,18,15
16,16,14
22,14,11
23,14,13
23,22,11
25,22,9
19,19,12
13,11,13
21,19,11
20,17,29
16,12,15
21,20,11
23,12,12
18,18,15
15,13,19
21,19,11
24,16,17
20,14,13
18,17,14
18,15,10
19,11,11
26,18,19
17,18,6
24,23,9
23,25,14
16,10,9
22,12,11
18,15,14
19,12,18
31,33,17
62,44,8
64,67,14
44,48,10
33,38,8
48,45,16
60,122,6
13,10,8
15,14,7
18,17,13
11,7,10
9,11,8
12,15,14
13,10,5
10,11,7
13,12,9
4,11,12
12,13,15
15,14,12
11,11,8
14,8,14
6,11,15
13,14,18
15,13,4
22,10,8
14,10,11
7,4,9
10,14,10
13,11,13
12,11,6
6,8,10
5,7,22
13,12,10
9,10,7
9,9,13
11,7,9
7,8,7
6,9,7
6,11,9
10,5,8
9,8,9
9,8,15
14,9,6
7,16,10
14,10,4
8,11,3
7,5,10
9,15,5
7,15,7
12,13,9
10,16,6
4,6,5
9,4,7
11,8,14
12,9,14
8,11,9
10,10,3
14,11,7
6,11,9
7,12,5
10,5,6
6,9,9
7,6,15
7,9,7
13,6,8
10,9,8
7,8,10
8,12,11
8,12,9
10,6,9
7,7,5
11,5,9
2,9,15
9,13,16
12,7,6
8,8,4
12,7,31
8,7,7
5,6,11
7,10,2
2,2,10
8,6,14
8,15,9
10,10,14
9,7,6
8,12,12
3,4,7
12,16,24
6,6,4
8,7,15
8,5,7
5,8,10
2,4,9
7,6,12
9,14,5
12,7,2
8,12,6
23,15,40
8,11,3
9,8,7
9,10,6
9,9,10
11,12,10
9,10,6
1,10,4
29,18,54
5,13,3
13,6,4
7,7,9
8,13,9
7,5,5
18,14,20
6,8,6
10,3,11
4,7,3
7,10,13
14,11,18
9,12,6
14,4,2
5,6,4
12,3,9
5,11,2
12,5,8
15,5,4
11,5,7
11,10,9
6,8,2
6,9,11
5,8,7
10,4,8
6,9,11
6,8,11
11,3,9
6,8,6
7,8,8
3,6,11
6,8,23
3,11,12
4,6,8
6,11,7
11,7,18
11,6,14
8,5,13
10,5,19
8,6,13
12,7,10
10,10,8
11,11,6
5,11,10
9,5,5
6,5,13
9,9,16
3,7,14
6,9,11
14,8,15
9,13,14
8,4,11
7,9,9
7,4,11
8,8,11
10,4,9
3,6,5
10,1,4
6,1,4
10,4,3
5,4,3
6,5,5
7,1,4
3,4,3
2,5,6
7,7,6
8,4,12
7,8,13
9,5,14
5,5,7
11,11,16
11,7,14
5,5,10
8,11,13
5,12,11
8,3,11
6,14,9
11,9,6
7,7,6
9,4,20
4,9,16
8,7,15
13,10,14
7,4,12
7,6,12
22,36,17
10,7,17
5,7,9
4,11,18
13,7,16
7,2,12
1,6,11
4,5,11
7,5,8
3,3,14
5,6,6
5,7,12
6,4,4
5,4,7
6,10,10
6,6,4
3,8,3
3,3,4
4,5,6
7,6,3
5,5,1
3,9,5
4,4,4
7,7,8
11,7,10
6,7,2
0,5,5
4,5,8
4,5,6
15,15,38
4,5,11
6,6,2
4,6,3
7,7,2
4,6,6
32,21,37
6,2,4
5,5,5
4,3,1
7,3,5
5,7,2
6,5,6
4,2,9
21,30,35
7,7,6
4,9,2
5,8,2
6,6,3
6,3,13
2,4,5
3,4,2
6,10,12
5,4,4
15,8,24
2,3,2
4,3,5
4,5,1
4,2,3
4,4,4
6,9,19
5,2,3
5,4,3
6,11,5
4,6,4
2,4,25
4,2,1
3,5,5
9,6,4
2,5,1
1,6,2
8,6,3
0,4,6
3,2,0
7,5,3
5,3,6
8,6,2
6,3,6
7,6,2
4,5,7
3,4,2
6,2,3
3,5,3
3,11,2
8,2,0
0,3,1
2,5,4
