14355,13696,13491
12258,12402,12857
7311,7469,8450
5559,5624,6650
4384,4557,5530
3856,4035,4854
3414,3631,4386
2961,3206,3886
2612,2826,3447
2458,2648,3133
2263,2348,2813
2180,2336,2717
2066,2046,2534
1826,1929,2405
1708,1774,2231
1572,1674,2003
1496,1493,1866
1436,1407,1778
1351,1377,1730
1203,1294,1591
1115,1177,1420
1057,1176,1474
1020,1160,1362
993,1006,1310
982,1015,1275
893,928,1165
885,896,1184
792,805,1109
794,839,1085
767,803,1075
792,755,1045
768,791,983
716,761,866
688,731,917
707,684,874
646,658,847
663,641,790
670,617,759
603,646,828
630,591,811
591,608,763
602,568,732
561,634,731
576,603,667
607,596,671
513,543,674
506,542,633
574,496,677
478,473,622
524,526,581
520,470,614
526,500,564
540,465,586
565,488,580
506,452,551
535,482,566
539,462,534
538,452,537
521,439,475
515,418,525
435,422,531
497,449,473
462,442,469
482,451,460
442,457,460
444,420,469
434,484,458
410,468,397
410,433,401
434,400,411
424,419,412
395,414,441
405,396,395
395,386,340
382,402,402
432,406,355
377,381,393
397,399,369
389,401,358
404,383,374
365,398,375
371,431,373
367,378,342
390,373,355
374,367,347
372,343,356
382,363,319
352,329,276
356,375,328
324,353,338
322,357,319
346,372,297
357,362,282
367,377,294
354,351,304
330,351,302
330,347,274
345,323,267
321,354,266
320,333,293
336,331,247
350,360,250
317,369,227
324,316,284
317,324,259
310,321,246
306,344,255
311,355,201
308,328,231
317,325,255
282,303,222
294,327,227
268,297,232
289,288,231
289,323,201
277,306,205
291,306,205
279,279,191
277,296,195
269,292,184
262,277,176
266,298,174
270,288,191
276,251,187
271,261,171
250,289,161
264,265,168
262,284,173
288,270,145
263,296,141
261,258,157
276,262,165
272,253,166
250,254,140
260,232,149
258,264,145
229,242,137
274,239,149
242,253,160
248,248,130
227,243,139
257,238,139
232,241,125
242,193,135
260,243,128
249,211,122
219,249,108
226,217,115
232,235,121
240,198,107
252,235,105
224,198,104
218,207,118
221,212,115
235,195,93
228,205,94
216,182,95
241,194,90
217,203,83
226,209,98
214,176,91
195,172,77
212,183,84
201,188,66
185,175,81
206,188,76
192,185,68
200,174,85
184,163,76
215,174,70
178,169,68
193,158,61
181,183,55
174,164,54
184,190,71
189,182,54
187,163,47
189,173,54
204,152,60
150,155,54
170,175,65
200,155,42
159,163,60
188,150,47
154,156,65
159,154,62
165,117,60
171,153,44
158,153,47
171,139,43
178,135,47
196,125,34
145,119,44
149,131,30
154,142,44
148,143,39
146,179,26
153,147,37
165,144,38
163,144,50
174,148,46
164,131,28
137,144,34
124,124,30
136,115,38
117,115,31
113,112,24
132,97,29
114,108,23
109,93,23
100,101,32
104,98,23
90,87,21
100,109,20
115,107,23
95,105,26
89,79,16
92,87,32
86,82,25
101,97,18
89,89,24
73,87,17
80,77,18
84,80,22
105,86,15
84,83,18
85,85,20
92,83,16
80,75,19
85,76,10
89,78,23
69,69,17
72,66,15
76,72,14
75,65,9
70,58,23
67,66,16
70,83,16
68,64,12
71,59,14
71,65,16
68,65,10
53,60,13
78,65,13
63,55,18
56,50,18
71,53,11
61,46,9
70,42,15
64,64,11
62,52,19
68,54,16
60,49,14
58,65,9
50,52,13
52,48,13
45,54,13
50,46,4
50,40,12
47,57,10
56,42,14
57,44,10
51,48,6
55,41,6
48,40,9
51,59,10
51,32,13
41,39,8
37,48,4
52,33,3
44,34,12
39,33,6
44,34,8
43,41,12
55,29,9
40,37,5
40,31,6
40,25,7
49,46,2
35,26,6
43,35,8
41,31,3
56,38,6
41,32,4
38,26,6
31,28,9
43,27,10
45,31,3
30,31,8
35,24,4
30,37,1
41,33,6
28,33,0
31,39,2
39,25,7
35,31,4
37,19,5
42,24,2
34,38,5
40,29,2
44,21,3
34,26,5
22,29,3
28,25,4
38,30,2
21,24,4
23,31,1
20,30,5
28,15,2
17,12,0
22,21,5
17,24,5
14,24,1
14,19,4
14,24,4
23,19,1
17,18,4
12,15,3
19,17,0
16,11,2
15,22,1
20,17,3
18,12,3
20,18,3
21,16,0
20,7,3
10,13,2
14,13,1
17,15,3
17,12,2
17,6,0
13,17,3
19,16,0
13,14,2
21,18,1
18,18,1
20,14,3
11,15,2
22,16,4
9,15,2
12,13,3
15,7,1
12,10,3
13,17,2
12,13,2
14,11,3
13,8,0
10,9,1
15,15,2
12,12,1
12,10,2
19,14,0
20,14,1
10,12,0
12,11,0
17,12,0
11,7,1
11,13,1
11,6,0
9,18,1
11,9,0
15,9,0
10,5,1
5,8,0
20,9,0
11,8,1
11,5,0
8,8,0
7,9,0
12,8,2
9,6,0
11,6,1
4,10,1
6,4,0
13,8,1
8,7,0
13,7,0
9,4,1
3,4,0
9,8,0
9,6,1
9,5,0
8,4,0
7,10,0
7,9,0
8,6,0
6,9,0
5,4,1
7,10,0
10,4,1
12,4,1
4,8,0
9,9,0
3,5,1
8,1,0
11,4,0
8,7,0
8,7,0
6,1,0
10,2,0
7,8,1
5,2,0
9,6,0
7,5,0
7,13,1
3,3,1
3,6,0
3,7,0
3,6,0
2,2,0
4,5,0
3,1,0
5,4,1
6,2,0
2,6,2
2,1,0
3,3,0
1,3,0
5,5,0
5,3,2
2,2,0
1,1,0
3,1,0
4,4,0
1,1,0
3,6,0
5,2,0
1,3,0
3,4,0
2,4,0
4,2,0
5,1,0
1,3,0
3,2,0
3,0,0
5,2,0
4,3,1
4,3,0
4,3,0
2,5,0
2,4,0
1,4,0
1,1,0
8,3,0
4,1,0
2,1,0
1,2,1
1,4,0
4,2,1
1,1,0
2,0,0
1,2,0
2,1,0
2,1,0
2,1,0
2,2,0
0,4,0
2,2,0
2,0,0
1,1,0
1,0,0
4,0,0
3,1,0
0,1,0
2,2,0
2,3,0
5,3,0
1,1,0
4,2,1
2,2,0
3,0,0
2,3,0
0,0,0
1,2,0
2,2,1
2,1,1
2,1,0
0,0,0
1,1,0
1,0,0
3,1,0
0,1,0
1,2,0
2,1,0
2,1,0
2,1,0
3,2,0
0,2,0
1,1,1
1,0,0
0,1,1
0,0,0
2,0,0
1,1,0
1,1,0
0,0,0
1,0,0
0,0,0
0,0,0
2,0,0
0,1,1
2,0,0
0,1,0
1,4,0
1,0,0
1,1,0
1,0,0
2,0,0
1,0,0
1,0,0
0,0,0
2,1,0
0,0,0
1,2,0
0,0,0
1,2,0
1,0,0
0,0,0
1,1,0
0,0,0
0,5,0
1,0,0
2,0,0
0,0,0
1,0,0
0,1,0
0,0,0
0,0,0
0,1,0
1,1,0
1,0,0
1,0,0
0,0,0
2,1,0
1,2,0
0,0,0
0,2,0
0,0,0
0,0,0
1,0,0
0,1,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,2,0
0,2,0
1,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,1,0
0,1,0
0,0,0
0,0,0
1,1,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,1
0,1,0
0,0,0
1,1,0
0,2,0
1,1,0
0,0,0
1,1,0
0,1,0
2,0,0
0,0,0
1,0,0
1,0,0
1,1,0
0,0,0
0,0,0
0,0,0
1,1,0
0,0,0
1,0,0
0,1,0
0,0,0
0,0,0
0,0,0
0,1,0
1,0,0
0,0,0
0,0,0
0,1,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,2,0
1,0,0
1,0,0
1,0,0
0,0,0
